City,Country,Date,Medium,Page,Region,Section,Section (group),Exits,Goal Conversion Rate,Number of Records,Pageviews,Pageviews per Visitor,Time on Page,Time on Page per Visitor,Total Downloads,Unique Visitors,Visits
Vancouver,Canada,11/20/2014,organic,/gallery,North America,Examples,Case Studies,60,0.0012,1,102,1.7,8280,138,0.2448,60,204
Los Angeles,United States,11/20/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0031,1,13,1.3,610,61,0.1395,10,45
Pawtucket,United States,11/20/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0027,1,20,2,218,21.8,0.1485,10,55
Denver,United States,11/20/2014,organic,/gallery/austin-music-popularity,North America,Examples,Case Studies,10,0.0016,1,32,3.2,550,55,0.0336,10,21
Neenah,United States,11/20/2014,organic,/gallery/cbs-sports-idmt,North America,Examples,Case Studies,0,0.003,1,24,2.4,3581,358.1,0.12,10,40
New York,United States,11/20/2014,organic,/gallery/college-football-recruiting,North America,Examples,Case Studies,10,0.0017,1,33,3.3,544,54.4,0.0884,10,52
Sedona,United States,11/20/2014,organic,/gallery/conf12-tweet-tracker,North America,Examples,Case Studies,10,0.0033,1,19,1.9,1220,122,0.1782,10,54
Bellevue,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0011,1,28,2.8,1050,105,0.0638,10,58
Dallas,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0028,1,40,4,870,87,0.1316,10,47
Libertyville,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0016,1,35,3.5,1390,139,0.0608,10,38
Lindon,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0039,1,25,2.5,1470,147,0.1404,10,36
New York,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0023,1,31,3.1,590,59,0.1012,10,44
Raritan,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0017,1,34,3.4,1150,115,0.1003,10,59
Seattle,United States,11/20/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,20,0.0036,1,30,1.5,1820,91,0.1116,20,31
Hoboken,United States,11/20/2014,organic,/gallery/stds,North America,Examples,Case Studies,10,0.0011,1,15,1.5,500,50,0.0308,10,28
New York,United States,11/20/2014,organic,/gallery/tech-ipos-perform-poorly,North America,Examples,Case Studies,10,0.0036,1,46,4.6,980,98,0.1656,10,46
Bristol,United States,11/20/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.003,1,30,3,1380,138,0.171,10,57
Cambridge,United States,11/20/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.022727273,1,34,3.4,1690,169,1,10,44
Santa Rosa,United States,11/20/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.023809524,1,19,1.9,1310,131,1,10,42
Stockbridge,United States,11/20/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0014,1,41,4.1,930,93,0.0714,10,51
El Cajon,United States,11/20/2014,organic,/gallery/worst-sports-droughts,North America,Examples,Case Studies,10,0.002,1,49,4.9,1470,147,0.054,10,27
Don Mills,Canada,11/20/2014,referral,/gallery/all?page=3,North America,Examples,Case Studies,60,0.0028,1,258,4.3,7620,127,1.008,60,360
Vancouver,Canada,11/20/2014,referral,/gallery/evaluating-nba-players,North America,Examples,Case Studies,60,0.0023,1,120,2,10440,174,0.621,60,270
Guelph,Canada,11/20/2014,referral,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,60,0.0017,1,228,3.8,43680,728,0.4692,60,276
Chicago,United States,11/20/2014,referral,/gallery,North America,Examples,Case Studies,0,0.0013,1,93,4.65,435,21.75,0.091,20,70
Greenville,United States,11/20/2014,referral,/gallery,North America,Examples,Case Studies,10,0.002,1,30,3,960,96,0.04,10,20
Seattle,United States,11/20/2014,referral,/gallery,North America,Examples,Case Studies,10,0.0019,1,15,1.5,49,4.9,0.0931,10,49
Alviso,United States,11/20/2014,referral,/gallery?elq=1e44591637bd4cd695841e86c014c950,North America,Examples,Case Studies,10,0.0034,1,19,1.9,1640,164,0.1054,10,31
Rochester,United States,11/20/2014,referral,/gallery/how-burn-most-calories,North America,Examples,Case Studies,10,0.003,1,17,1.7,1340,134,0.117,10,39
Washington,United States,11/20/2014,referral,/gallery/how-burn-most-calories,North America,Examples,Case Studies,10,0.0026,1,40,4,1590,159,0.117,10,45
Miami Beach,United States,11/20/2014,referral,/gallery/international-credit-risk-ratings,North America,Examples,Case Studies,0,0.0035,1,43,4.3,336,33.6,0.133,10,38
Charles Town,United States,11/20/2014,referral,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0015,1,12,1.2,570,57,0.0795,10,53
Durham,United States,11/20/2014,referral,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0029,1,33,3.3,1000,100,0.1682,10,58
Hartford,United States,11/20/2014,referral,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0021,1,26,2.6,1220,122,0.0861,10,41
Hopkins,United States,11/20/2014,referral,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.04,1,47,4.7,8961,896.1,1,10,25
Springfield,United States,11/20/2014,referral,/gallery/toronto-parking-tickets,North America,Examples,Case Studies,10,0.0036,1,46,4.6,1160,116,0.0792,10,22
New York,United States,11/20/2014,(none),/download,North America,Register,Events/Training,0,0.0021,1,24,2.4,267,26.7,0.0861,10,41
Austin,United States,11/20/2014,cpc,/download,North America,Register,Events/Training,0,0.0017,1,10,1,69,6.9,0.0918,10,54
Dansville,United States,11/20/2014,organic,/download,North America,Register,Events/Training,10,0.003,1,17,1.7,420,42,0.177,10,59
Houston,United States,11/20/2014,organic,/download,North America,Register,Events/Training,0,0.0038,1,20,2,317,31.7,0.152,10,40
Logan,United States,11/20/2014,organic,/download,North America,Register,Events/Training,0,0.0018,1,36,3.6,109,10.9,0.099,10,55
Merrifield,United States,11/20/2014,organic,/download,North America,Register,Events/Training,0,0.0039,1,45,4.5,495,49.5,0.1365,10,35
Washington,United States,11/20/2014,organic,/download,North America,Register,Events/Training,0,0.0017,1,11,1.1,119,11.9,0.0391,10,23
Toronto,Canada,11/20/2014,referral,/download,North America,Register,Events/Training,0,0.0028,1,60,1,594,9.9,0.6384,60,228
Naucalpan,Mexico,11/20/2014,referral,/download,North America,Register,Events/Training,100,0.0012,1,110,5.5,13500,675,0.576,20,480
Boston,United States,11/20/2014,referral,/download,North America,Register,Events/Training,0,0.03125,1,36,3.6,168,16.8,1,10,32
Jackson,United States,11/20/2014,referral,/download,North America,Register,Events/Training,0,0.032258065,1,25,2.5,129,12.9,1,10,31
Largo,United States,11/20/2014,referral,/download,North America,Register,Events/Training,0,0.0019,1,37,3.7,109,10.9,0.0665,10,35
Livermore,United States,11/20/2014,referral,/download,North America,Register,Events/Training,0,0.0022,1,44,4.4,129,12.9,0.077,10,35
New York,United States,11/20/2014,referral,/download,North America,Register,Events/Training,10,0.022727273,1,49,4.9,1720,172,1,10,44
Warwick,United States,11/20/2014,referral,/download,North America,Register,Events/Training,10,0.033333333,1,39,3.9,1760,176,1,10,30
West Long Branch,United States,11/20/2014,referral,/download,North America,Register,Events/Training,10,0.041666667,1,43,4.3,1160,116,1,10,24
Boston,United States,11/20/2014,organic,/search/node/color variance,North America,Search,Events/Training,7,0.024390244,1,20,2.857142857,287,41,1,7,41
Anderson,United States,11/20/2014,organic,/examples?elq=c32c3f51a4554210ae40edc1041f2d0d,North America,Training,Events/Training,10,0.0025,1,24,2.4,1640,164,0.0975,10,39
Oakville,Canada,11/20/2014,(none),/,North America,User,User Generated,0,0.0018,1,246,4.1,1008,16.8,0.378,60,210
Edmonton,Canada,11/20/2014,(none),index.htm,North America,User,User Generated,48,0.0023,1,216,4.5,5040,105,0.759,48,330
Mexico City,Mexico,11/20/2014,(none),index.htm,North America,User,User Generated,160,0.0024,1,790,4.9375,386550,2415.9375,1.104,160,460
San Nicolas de Los Garza,Mexico,11/20/2014,(none),index.htm,North America,User,User Generated,60,0.035714286,1,140,2.333333333,6000,100,10,60,280
Columbus,United States,11/20/2014,(none),/,North America,User,User Generated,10,0.0024,1,17,1.7,620,62,0.1176,10,49
Denver,United States,11/20/2014,(none),/,North America,User,User Generated,0,0.001,1,17,1.7,227,22.7,0.034,10,34
San Francisco,United States,11/20/2014,(none),/,North America,User,User Generated,0,0.0012,1,42,4.2,119,11.9,0.0276,10,23
Springfield,United States,11/20/2014,(none),/,North America,User,User Generated,10,0.0015,1,25,2.5,188,18.8,0.081,10,54
St Paul,United States,11/20/2014,(none),/,North America,User,User Generated,0,0.0032,1,33,3.3,30,3,0.1408,10,44
Boston,United States,11/20/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.0019,1,31,3.1,1170,117,0.0532,10,28
Hackensack,United States,11/20/2014,(none),/how-it-works,North America,User,User Generated,0,0.0022,1,48,1.846153846,40,1.538461538,0.088,26,40
Los Angeles,United States,11/20/2014,(none),/how-it-works,North America,User,User Generated,10,0.0013,1,102,4.857142857,1113,53,0.0624,21,48
Austin,United States,11/20/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,10,0.001,1,131,4.225806452,2635,85,0.05,31,50
Bentonville,United States,11/20/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,10,0.0038,1,37,2.055555556,3078,171,0.1862,18,49
New York,United States,11/20/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,10,0.002,1,21,1.909090909,902,82,0.044,11,22
Boston,United States,11/20/2014,(none),/templates/census,North America,User,User Generated,0,0.0017,1,78,2.363636364,722,21.878787879,0.136,33,80
San Francisco,United States,11/20/2014,(none),/upgrade,North America,User,User Generated,0,0.018518519,1,25,4.166666667,267,44.5,1,6,54
Arlington,United States,11/20/2014,(none),index.htm,North America,User,User Generated,20,0.002,1,84,4,19624,934.476190476,0.132,21,66
Atlanta,United States,11/20/2014,(none),index.htm,North America,User,User Generated,6,0.0037,1,11,1.833333333,13422,2237,0.1887,6,51
Boston,United States,11/20/2014,(none),index.htm,North America,User,User Generated,17,0.0034,1,60,3,51514,2575.7,0.4454,20,131
Durham,United States,11/20/2014,(none),index.htm,North America,User,User Generated,19,0.0039,1,29,1.526315789,12414,653.368421053,0.1209,19,31
Minneapolis,United States,11/20/2014,(none),index.htm,North America,User,User Generated,10,0.001,1,19,1.055555556,35262,1959,0.034,18,34
New York,United States,11/20/2014,(none),index.htm,North America,User,User Generated,2,0.003,1,5,2.5,252,126,0.081,2,27
Norfolk,United States,11/20/2014,(none),index.htm,North America,User,User Generated,14,0.0019,1,16,1.142857143,198,14.142857143,0.1197,14,63
Seattle,United States,11/20/2014,(none),index.htm,North America,User,User Generated,1,0.0015,1,4,4,156,156,0.066,1,44
Stamford,United States,11/20/2014,(none),index.htm,North America,User,User Generated,9,0.04,1,42,4.666666667,819,91,1,9,25
Richmond,Canada,11/20/2014,organic,/,North America,User,User Generated,0,0.0012,1,294,4.9,414,6.9,0.252,60,210
Toronto,Canada,11/20/2014,organic,/,North America,User,User Generated,0,0.0035,1,276,4.6,2196,36.6,0.525,60,150
Montreal,Canada,11/20/2014,organic,index.htm,North America,User,User Generated,48,0.0031,1,78,1.625,4752,99,0.7254,48,234
Alexandria,United States,11/20/2014,organic,/,North America,User,User Generated,10,0.0033,1,17,1.7,870,87,0.0726,10,22
Baltimore,United States,11/20/2014,organic,/,North America,User,User Generated,10,0.0013,1,26,2.6,1170,117,0.0455,10,35
Morgantown,United States,11/20/2014,organic,/,North America,User,User Generated,10,0.0019,1,49,4.9,514,51.4,0.0589,10,31
Park City,United States,11/20/2014,organic,/,North America,User,User Generated,0,0.016949153,1,31,3.1,287,28.7,1,10,59
Raleigh,United States,11/20/2014,organic,/,North America,User,User Generated,0,0.0016,1,30,3,1424,142.4,0.0384,10,24
Roswell,United States,11/20/2014,organic,/,North America,User,User Generated,10,0.0011,1,43,4.3,1380,138,0.0539,10,49
Seattle,United States,11/20/2014,organic,/,North America,User,User Generated,0,0.023255814,1,14,1.4,79,7.9,1,10,43
Boston,United States,11/20/2014,organic,/faq,North America,User,User Generated,10,0.0035,1,31,3.1,1400,140,0.126,10,36
Dayton,United States,11/20/2014,organic,/knowledgebase/all,North America,User,User Generated,9,0.0024,1,17,1.888888889,972,108,0.0456,9,19
Los Angeles,United States,11/20/2014,organic,/knowledgebase/all,North America,User,User Generated,10,0.0028,1,74,3.894736842,1482,78,0.1092,19,39
Merrifield,United States,11/20/2014,organic,/knowledgebase/all,North America,User,User Generated,0,0.003,1,25,2.272727273,89,8.090909091,0.096,11,32
New York,United States,11/20/2014,organic,/our-story,North America,User,User Generated,0,0.0032,1,9,2.25,10,2.5,0.1632,4,51
Boston,United States,11/20/2014,organic,index.htm,North America,User,User Generated,10,0.020833333,1,86,3.909090909,10722,487.363636364,1,22,48
King of Prussia,United States,11/20/2014,organic,index.htm,North America,User,User Generated,10,0.0027,1,54,2.16,2730,109.2,0.1026,25,38
Markham,Canada,11/20/2014,referral,index.htm,North America,User,User Generated,60,0.0019,1,348,2.9,9552,79.6,0.456,120,240
Ottawa,Canada,11/20/2014,referral,index.htm,North America,User,User Generated,6,0.0025,1,12,2,300,50,0.48,6,192
Richland,United States,11/20/2014,referral,/,North America,User,User Generated,0,0.0022,1,31,3.1,49,4.9,0.0682,10,31
New York,United States,11/20/2014,referral,/how-it-works,North America,User,User Generated,0,0.0018,1,4,1.333333333,178,59.333333333,0.0846,3,47
Redmond,United States,11/20/2014,referral,/how-it-works,North America,User,User Generated,0,0.015873016,1,57,1.838709677,178,5.741935484,1,31,63
Melbourne,Australia,11/20/2014,organic,/download,Oceania,Register,Events/Training,0,0.0022,1,204,3.4,60,1,0.5148,60,234
Brisbane,Australia,11/20/2014,cpc,/examples?elq=0903a1443fd649ad9d1c99fdc2064938,Oceania,Training,Events/Training,0,0.035714286,1,102,1.7,20652,344.2,6,60,168
Auckland,New Zealand,11/20/2014,cpc,/examples?elq=4a7cbedb3e6a42c7a100205dccc691d8,Oceania,Training,Events/Training,100,0.0025,1,290,2.959183673,34820,355.306122449,0.675,98,270
Melbourne,Australia,11/20/2014,(none),index.htm,Oceania,User,User Generated,120,0.0021,1,390,3.095238095,948,7.523809524,0.6426,126,306
Wellington,New Zealand,11/20/2014,(none),/app/6.0/start,Oceania,User,User Generated,100,0.002941176,1,280,4.307692308,6000,92.307692308,1,65,340
Sydney,Australia,11/20/2014,cpc,/how-it-works,Oceania,User,User Generated,0,0.0036,1,222,1.48,1602,10.68,0.9072,150,252
Sydney,Australia,11/20/2014,organic,/,Oceania,User,User Generated,0,0.0035,1,192,3.2,414,6.9,1.176,60,336
Auckland,New Zealand,11/20/2014,organic,/,Oceania,User,User Generated,0,0.0016,1,190,3.392857143,2270,40.535714286,0.8,56,500
Santa Fe,Argentina,11/20/2014,referral,/gallery,South America,Examples,Case Studies,60,0.030303030,1,474,3.95,1068,8.9,6,120,198
Buenos Aires,Argentina,11/20/2014,referral,/gallery/are-you-ready-some-football,South America,Examples,Case Studies,60,0.004,1,270,4.5,4080,68,1.344,60,336
Luis Guillon,Argentina,11/20/2014,referral,/gallery/are-you-ready-some-football,South America,Examples,Case Studies,60,0.0019,1,228,3.8,7320,122,0.285,60,150
Rio de Janeiro,Brazil,11/20/2014,referral,/gallery/how-burn-most-calories,South America,Examples,Case Studies,80,0.0037,1,216,2.7,13680,171,1.48,80,400
Buenos Aires,Argentina,11/20/2014,referral,/download,South America,Register,Events/Training,0,0.0023,1,252,4.2,3678,61.3,0.5382,60,234
Cordoba,Argentina,11/20/2014,referral,/download,South America,Register,Events/Training,60,0.0035,1,204,3.4,3720,62,0.756,60,216
Moron,Argentina,11/20/2014,referral,/download,South America,Register,Events/Training,60,0.0016,1,198,3.3,7260,121,0.192,60,120
Vincente Lopez,Argentina,11/20/2014,referral,/download,South America,Register,Events/Training,60,0.0037,1,156,2.6,10140,169,1.221,60,330
Ponta Grossa,Brazil,11/20/2014,referral,/download,South America,Register,Events/Training,80,0.029411765,1,360,4.5,10880,136,8,80,272
San Isidro,Argentina,11/20/2014,(none),index.htm,South America,User,User Generated,54,0.0026,1,210,3.888888889,5616,104,0.9204,54,354
Rio de Janeiro,Brazil,11/20/2014,(none),index.htm,South America,User,User Generated,64,0.0011,1,128,2,8064,126,0.4664,64,424
La Victoria,Peru,11/20/2014,(none),/,South America,User,User Generated,0,0.0033,1,310,2.066666667,1380,9.2,1.749,150,530
Sao Paulo,Brazil,11/20/2014,organic,index.htm,South America,User,User Generated,80,0.0032,1,184,2.3,7760,97,1.3312,80,416
Quilmes,Argentina,11/20/2014,referral,/,South America,User,User Generated,0,0.0022,1,258,4.3,354,5.9,0.5412,60,246
Buenos Aires,Argentina,11/20/2014,referral,/how-it-works,South America,User,User Generated,60,0.003,1,330,1.896551724,53472,307.310344828,1.206,174,402
Buenos Aires,Argentina,11/20/2014,referral,index.htm,South America,User,User Generated,24,0.0014,1,114,4.75,3528,147,0.3108,24,222
Guangzhou,China,11/28/2014,(none),/gallery?elq=5a21c2e08b824838baae5e6fc23f964d,Asia,Examples,Case Studies,80,0.0017,1,192,2.4,8800,110,0.272,80,160
Changchun,China,12/12/2014,(none),/app/6.0/embed-gallery,Asia,Examples,Case Studies,80,0.0022,1,192,2.4,36952,461.9,0.6864,80,312
Guangzhou,China,12/18/2014,(none),/gallery/voting-history-us-states,Asia,Examples,Case Studies,80,0.021739130,1,376,4.7,9440,118,8,80,368
Beijing,China,12/18/2014,(none),/gallery/messi039s-86-goals,Asia,Examples,Case Studies,80,0.0017,1,128,1.6,12640,158,0.7888,80,464
Changchun,China,12/19/2014,(none),/app/6.0/embed-gallery,Asia,Examples,Case Studies,80,0.004,1,368,2.3,552,3.45,2.208,160,552
Zhengzhou,China,12/20/2014,(none),/gallery/messi039s-86-goals,Asia,Examples,Case Studies,80,0.0018,1,80,1,12160,152,0.6048,80,336
Changchun,China,12/22/2014,(none),/app/6.0/embed-gallery,Asia,Examples,Case Studies,0,0.0038,1,240,3,80,1,0.8816,80,232
Beijing,China,12/25/2014,(none),/gallery,Asia,Examples,Case Studies,0,0.0013,1,128,1.6,3560,44.5,0.8112,80,624
Bangalore,India,11/23/2014,(none),/gallery,Asia,Examples,Case Studies,60,0.0014,1,252,4.2,8220,137,0.2184,60,156
Pune,India,11/24/2014,(none),/gallery,Asia,Examples,Case Studies,0,0.0017,1,96,1.6,1782,29.7,0.408,60,240
Bangalore,India,11/26/2014,(none),/gallery/taleof100,Asia,Examples,Case Studies,0,0.0017,1,102,1.7,43560,726,0.2958,60,174
